date,start,place,numbers,crowds,whether,temperature,humidity
2000/03/11,14:01,国立霞ヶ丘競技場,"['3', '0', '7', '9', '4']",30794,曇,12.6,24%
2000/03/11,14:02,ジュビロ磐田スタジアム,"['1', '4', '0', '5', '6']",14056,曇,11.6,22%
2000/03/11,15:01,市原臨海競技場,"['6', '3', '3', '1']",6331,曇,12.6,21%
2000/03/11,15:03,神戸総合運動公園ユニバー記念競技場,"['4', '3', '5', '4']",4354,曇,7.3,65%
2000/03/11,15:06,東平尾公園博多の森球技場,"['1', '0', '3', '8', '3']",10383,雨,12.6,43%
2000/03/11,16:03,日本平スタジアム,"['1', '1', '6', '6', '0']",11660,曇,10.3,32%
2000/03/11,19:04,等々力陸上競技場,"['7', '2', '8', '7']",7287,曇,12.3,36%
2000/03/11,19:07,横浜国際総合競技場,"['2', '1', '8', '4', '1']",21841,曇,15.6,28%
2000/03/18,14:02,名古屋市瑞穂陸上競技場,"['2', '1', '0', '7', '1']",21071,晴,16.6,20%
2000/03/18,15:00,京都市西京極総合運動公園陸上競技場,"['5', '1', '6', '7']",5167,晴,16.6,20%
2000/03/18,15:04,国立霞ヶ丘競技場,"['1', '0', '9', '3', '2']",10932,晴,15.3,34%
2000/03/18,15:04,日本平スタジアム,"['1', '2', '4', '6', '6']",12466,晴,17.0,38%
2000/03/18,16:01,万博記念競技場,"['8', '0', '9', '3']",8093,晴,14.0,20%
2000/03/18,16:03,広島ビッグアーチ,"['1', '1', '1', '9', '7']",11197,晴,13.6,20%
2000/03/18,19:03,日立柏サッカー場,"['8', '6', '6', '2']",8662,曇,11.6,59%
2000/03/18,19:04,等々力陸上競技場,"['1', '4', '2', '8', '5']",14285,晴,12.6,49%
2000/03/25,14:00,等々力陸上競技場,"['5', '0', '2', '4']",5024,晴のち曇,15.6,28%
2000/03/25,14:00,長居スタジアム,"['6', '7', '7', '1']",6771,晴,12.3,37%
2000/03/25,14:04,京都市西京極総合運動公園陸上競技場,"['6', '1', '2', '9']",6129,晴一時雨,11.3,44%
2000/03/25,14:34,日本平スタジアム,"['1', '1', '0', '5', '7']",11057,晴,10.6,28%
2000/03/25,15:03,横浜国際総合競技場,"['2', '3', '2', '8', '8']",23288,晴,14.5,23%
2000/03/25,15:03,東平尾公園博多の森球技場,"['1', '2', '6', '2', '2']",12622,晴,14.5,29%
2000/03/25,16:04,市原臨海競技場,"['4', '1', '1', '3']",4113,晴,13.0,30%
2000/03/25,19:04,国立霞ヶ丘競技場,"['1', '4', '3', '6', '8']",14368,晴,11.6,23%
2000/04/01,13:33,等々力陸上競技場,"['4', '1', '3', '1']",4131,晴,17.6,20%
2000/04/01,14:03,広島ビッグアーチ,"['7', '0', '4', '7']",7047,晴,19.0,20%
2000/04/01,15:00,万博記念競技場,"['8', '4', '0', '0']",8400,晴,18.0,20%
2000/04/01,15:01,柏の葉公園総合競技場,"['1', '0', '3', '2', '1']",10321,晴,13.6,20%
2000/04/01,15:05,名古屋市瑞穂球技場,"['8', '9', '9', '7']",8997,晴,15.6,20%
2000/04/01,16:03,国立霞ヶ丘競技場,"['2', '5', '3', '1', '7']",25317,晴,15.3,20%
2000/04/01,19:03,神戸総合運動公園ユニバー記念競技場,"['4', '5', '4', '3']",4543,晴,11.3,40%
2000/04/01,19:04,ジュビロ磐田スタジアム,"['1', '0', '4', '6', '3']",10463,晴,11.6,20%
2000/04/05,19:00,等々力陸上競技場,"['4', '3', '7', '1']",4371,曇,15.3,77%
2000/04/05,19:00,長居スタジアム,"['4', '0', '7', '4']",4074,曇,15.3,70%
2000/04/05,19:01,東平尾公園博多の森球技場,"['7', '4', '9', '8']",7498,曇,18.6,48%
2000/04/05,19:03,横浜市三ツ沢公園球技場,"['4', '6', '2', '9']",4629,曇,17.3,67%
2000/04/05,19:03,広島スタジアム,"['4', '1', '7', '5']",4175,曇,15.0,72%
2000/04/05,19:04,国立霞ヶ丘競技場,"['1', '2', '6', '0', '2']",12602,曇,15.6,73%
2000/04/05,19:04,日本平スタジアム,"['8', '7', '7', '4']",8774,曇のち雨,15.0,93%
2000/04/05,19:04,京都市西京極総合運動公園陸上競技場,"['5', '8', '2', '5']",5825,曇,13.3,77%
2000/04/08,14:03,名古屋市瑞穂陸上競技場,"['1', '7', '8', '3', '0']",17830,晴,18.6,20%
2000/04/08,14:59,万博記念競技場,"['4', '9', '1', '1']",4911,晴,16.0,20%
2000/04/08,15:00,市原臨海競技場,"['4', '4', '8', '5']",4485,晴,20.3,20%
2000/04/08,15:01,富山県総合運動公園陸上競技場,"['1', '4', '7', '5', '4']",14754,晴,13.6,37%
2000/04/08,15:03,神戸総合運動公園ユニバー記念競技場,"['8', '0', '0', '5']",8005,晴,16.0,29%
2000/04/08,16:02,ジュビロ磐田スタジアム,"['1', '0', '0', '5', '8']",10058,晴,19.0,20%
2000/04/08,19:03,日立柏サッカー場,"['9', '1', '7', '3']",9173,曇,13.0,29%
2000/04/08,19:05,国立霞ヶ丘競技場,"['1', '2', '6', '8', '2']",12682,晴,14.5,20%
2000/04/15,15:00,市原臨海競技場,"['4', '8', '2', '7']",4827,雨,14.5,63%
2000/04/15,15:03,国立霞ヶ丘競技場,"['6', '6', '6', '5']",6665,雨,14.5,69%
2000/04/15,15:03,長居スタジアム,"['9', '1', '1', '5']",9115,雨,16.0,64%
2000/04/15,15:04,横浜国際総合競技場,"['1', '6', '8', '5', '3']",16853,雨,11.6,75%
2000/04/15,19:01,神戸総合運動公園ユニバー記念競技場,"['2', '7', '3', '8']",2738,雨,12.0,60%
2000/04/15,19:02,等々力陸上競技場,"['4', '1', '0', '3']",4103,雨,10.3,79%
2000/04/15,19:04,東平尾公園博多の森球技場,"['8', '2', '8', '4']",8284,曇,15.1,59%
2000/04/22,13:30,等々力陸上競技場,"['9', '7', '0', '3']",9703,晴,24.6,41%
2000/04/22,14:04,名古屋市瑞穂陸上競技場,"['1', '0', '3', '7', '8']",10378,曇のち晴,22.0,41%
2000/04/22,15:00,柏の葉公園総合競技場,"['1', '0', '6', '6', '9']",10669,晴,22.0,40%
2000/04/22,15:03,テクノポート福井スタジアム,"['9', '2', '7', '5']",9275,曇,18.6,63%
2000/04/22,15:04,京都市西京極総合運動公園陸上競技場,"['6', '1', '7', '9']",6179,晴,22.3,45%
2000/04/22,16:04,広島ビッグアーチ,"['6', '6', '2', '1']",6621,曇,18.0,50%
2000/04/22,19:05,万博記念競技場,"['4', '1', '8', '2']",4182,曇,18.0,54%
2000/04/29,13:03,仙台スタジアム,"['1', '0', '9', '7', '9']",10979,晴,17.3,46%
2000/04/29,13:04,鹿児島県立鴨池陸上競技場,"['4', '0', '4', '9']",4049,晴,22.3,39%
2000/04/29,14:01,新潟市陸上競技場,"['7', '7', '6', '7']",7767,晴,17.3,54%
2000/04/29,14:03,横浜国際総合競技場,"['1', '8', '5', '3', '1']",18531,晴,20.3,41%
2000/04/29,14:04,神戸総合運動公園ユニバー記念競技場,"['1', '0', '2', '3', '0']",10230,晴,18.0,41%
2000/04/29,15:02,東平尾公園博多の森球技場,"['1', '0', '0', '5', '6']",10056,晴,20.0,45%
2000/04/29,16:04,長居スタジアム,"['1', '8', '1', '1', '8']",18118,晴,19.3,42%
2000/04/29,19:04,等々力陸上競技場,"['1', '0', '3', '9', '1']",10391,晴,17.3,49%
2000/05/03,14:03,県立カシマサッカースタジアム,"['1', '5', '6', '3', '3']",15633,曇,17.3,74%
2000/05/03,14:03,等々力陸上競技場,"['1', '6', '8', '4', '3']",16843,晴,23.3,49%
2000/05/03,14:03,名古屋市瑞穂陸上競技場,"['1', '5', '7', '2', '3']",15723,晴,20.0,46%
2000/05/03,15:03,万博記念競技場,"['1', '3', '3', '8', '0']",13380,晴時々曇,19.6,39%
2000/05/03,15:04,京都市西京極総合運動公園陸上競技場,"['5', '9', '6', '3']",5963,晴,19.6,40%
2000/05/03,16:00,日本平スタジアム,"['1', '9', '5', '3', '9']",19539,晴,23.6,36%
2000/05/03,16:04,広島ビッグアーチ,"['1', '5', '3', '5', '2']",15352,晴,19.3,46%
2000/05/03,19:04,日立柏サッカー場,"['1', '0', '5', '9', '0']",10590,雨のち曇,17.3,72%
2000/05/06,13:00,国立霞ヶ丘競技場,"['1', '3', '2', '0', '4']",13204,曇,19.3,61%
2000/05/06,13:04,駒沢陸上競技場,"['1', '1', '2', '2', '9']",11229,曇,19.6,60%
2000/05/06,15:01,市原臨海競技場,"['6', '8', '1', '8']",6818,曇,19.6,63%
2000/05/06,15:03,横浜国際総合競技場,"['1', '6', '2', '2', '3']",16223,曇,22.6,60%
2000/05/06,15:03,長居スタジアム,"['9', '1', '5', '8']",9158,晴,23.0,64%
2000/05/06,15:03,神戸総合運動公園ユニバー記念競技場,"['5', '3', '0', '5']",5305,晴,22.0,68%
2000/05/06,15:05,ジュビロ磐田スタジアム,"['1', '7', '3', '7', '3']",17373,晴のち曇,20.0,73%
2000/05/06,19:04,東平尾公園博多の森球技場,"['1', '2', '5', '2', '7']",12527,曇,21.5,57%
2000/05/13,14:04,等々力陸上競技場,"['6', '7', '1', '0']",6710,曇,22.0,71%
2000/05/13,15:01,万博記念競技場,"['1', '2', '2', '3', '9']",12239,晴時々曇,26.0,43%
2000/05/13,15:03,柏の葉公園総合競技場,"['1', '4', '8', '7', '2']",14872,曇一時雨,21.0,78%
2000/05/13,15:04,国立霞ヶ丘競技場,"['1', '2', '2', '1', '9']",12219,曇一時雨,22.3,72%
2000/05/13,15:04,広島ビッグアーチ,"['5', '5', '3', '6']",5536,曇,19.6,49%
2000/05/13,15:04,東平尾公園博多の森球技場,"['1', '4', '7', '4', '9']",14749,曇,20.3,66%
2000/05/13,16:04,日本平スタジアム,"['1', '2', '7', '7', '1']",12771,曇,24.3,58%
2000/05/13,16:04,京都市西京極総合運動公園陸上競技場,"['5', '0', '8', '5']",5085,晴のち曇,25.0,53%
2000/05/17,19:00,名古屋市瑞穂陸上競技場,"['8', '4', '2', '7']",8427,曇時々雨,19.6,66%
2000/05/17,19:00,神戸総合運動公園ユニバー記念競技場,"['3', '5', '9', '0']",3590,曇一時雨,19.6,66%
2000/05/17,19:01,国立霞ヶ丘競技場,"['6', '8', '4', '3']",6843,曇,20.6,67%
2000/05/17,19:02,長居スタジアム,"['5', '4', '4', '3']",5443,曇,19.3,74%
2000/05/17,19:03,県立カシマサッカースタジアム,"['1', '1', '0', '0', '3']",11003,雨,17.3,77%
2000/05/17,19:04,市原臨海競技場,"['4', '0', '5', '6']",4056,曇,19.0,75%
2000/05/17,19:04,横浜国際総合競技場,"['8', '9', '5', '1']",8951,曇のち雨,20.0,66%
2000/05/17,19:05,ジュビロ磐田スタジアム,"['1', '0', '1', '6', '7']",10167,曇時々雨,19.0,81%
2000/05/20,14:03,広島ビッグアーチ,"['8', '4', '5', '2']",8452,晴時々曇,22.0,60%
2000/05/20,14:04,国立霞ヶ丘競技場,"['7', '2', '7', '7']",7277,雨,19.3,78%
2000/05/20,14:04,日本平スタジアム,"['1', '0', '9', '4', '1']",10941,雨,18.3,78%
2000/05/20,16:03,東平尾公園博多の森球技場,"['8', '4', '5', '1']",8451,晴,22.6,50%
2000/05/20,16:04,等々力陸上競技場,"['3', '9', '6', '5']",3965,雨,17.0,87%
2000/05/20,19:00,万博記念競技場,"['7', '6', '9', '6']",7696,曇一時雷雨,19.3,67%
2000/05/20,19:04,横浜市三ツ沢公園球技場,"['1', '4', '5', '6', '1']",14561,雨,19.3,77%
2000/05/20,19:04,鹿児島県立鴨池陸上競技場,"['1', '4', '3', '5', '3']",14353,晴,21.5,78%
2000/05/24,19:00,日本平スタジアム,"['7', '3', '5', '6']",7356,晴,22.3,71%
2000/05/24,19:04,ジュビロ磐田スタジアム,"['7', '5', '3', '1']",7531,曇,24.3,50%
2000/05/27,15:01,県立カシマサッカースタジアム,"['1', '3', '8', '6', '1']",13861,晴,24.3,72%
2000/05/27,15:02,日立柏サッカー場,"['9', '3', '2', '7']",9327,曇,24.0,67%
2000/05/27,15:03,ジュビロ磐田スタジアム,"['1', '7', '3', '7', '3']",17373,雨時々曇,22.6,87%
2000/05/27,15:03,名古屋市瑞穂球技場,"['7', '2', '6', '1']",7261,曇のち雨,21.0,89%
2000/05/27,15:03,神戸総合運動公園ユニバー記念競技場,"['3', '5', '9', '6']",3596,曇時々雨,22.0,69%
2000/05/27,15:04,国立霞ヶ丘競技場,"['1', '7', '9', '5', '3']",17953,曇,25.3,58%
2000/05/27,15:04,等々力陸上競技場,"['6', '7', '4', '3']",6743,曇,25.3,64%
2000/05/27,15:04,長居スタジアム,"['4', '3', '1', '9', '3']",43193,曇時々雨,23.6,68%
2000/06/24,14:04,等々力陸上競技場,"['4', '3', '9', '4']",4394,雨,20.6,86%
2000/06/24,16:02,名古屋市瑞穂陸上競技場,"['1', '6', '5', '6', '0']",16560,曇,26.0,67%
2000/06/24,16:04,万博記念競技場,"['7', '1', '5', '3']",7153,晴,27.5,62%
2000/06/24,16:04,広島ビッグアーチ,"['6', '4', '3', '8']",6438,曇,25.3,78%
2000/06/24,18:01,国立霞ヶ丘競技場,"['1', '4', '4', '3', '2']",14432,雨,20.0,88%
2000/06/24,19:03,長居スタジアム,"['1', '1', '6', '9', '6']",11696,晴,25.3,81%
2000/06/24,19:04,京都市西京極総合運動公園陸上競技場,"['4', '5', '2', '1']",4521,雨時々曇,25.3,80%
2000/06/24,19:06,柏の葉公園総合競技場,"['1', '1', '7', '7', '3']",11773,雨,19.0,89%
2000/07/01,13:33,等々力陸上競技場,"['4', '7', '2', '7']",4727,晴,31.5,61%
2000/07/01,16:03,ジュビロ磐田スタジアム,"['1', '4', '2', '9', '1']",14291,晴のち曇,26.6,85%
2000/07/01,19:01,神戸総合運動公園ユニバー記念競技場,"['6', '8', '2', '0']",6820,晴,25.0,91%
2000/07/01,19:03,県立カシマサッカースタジアム,"['1', '3', '3', '0', '7']",13307,晴,26.0,86%
2000/07/01,19:03,長居スタジアム,"['9', '2', '7', '0']",9270,晴,26.0,85%
2000/07/01,19:03,東平尾公園博多の森球技場,"['1', '4', '4', '9', '5']",14495,晴,27.0,80%
2000/07/01,19:04,市原臨海競技場,"['4', '3', '5', '1']",4351,晴,26.0,81%
2000/07/01,19:04,国立霞ヶ丘競技場,"['2', '0', '3', '5', '4']",20354,曇,29.0,64%
2000/07/08,15:02,県立カシマサッカースタジアム,"['1', '3', '7', '5', '0']",13750,晴,29.0,46%
2000/07/08,15:34,日本平スタジアム,"['1', '0', '4', '7', '1']",10471,晴,30.6,50%
2000/07/08,16:04,国立霞ヶ丘競技場,"['8', '0', '3', '6']",8036,晴,29.3,40%
2000/07/08,18:04,鳥取市営サッカー場バードスタジアム,"['9', '2', '8', '5']",9285,曇一時雨,23.0,80%
2000/07/08,19:00,日立柏サッカー場,"['6', '4', '3', '0']",6430,晴,25.3,53%
2000/07/08,19:00,万博記念競技場,"['4', '4', '1', '1']",4411,晴,24.0,66%
2000/07/08,19:01,広島スタジアム,"['7', '7', '8', '1']",7781,晴,25.3,58%
2000/07/08,19:04,名古屋市瑞穂陸上競技場,"['1', '0', '1', '2', '2']",10122,晴,24.0,67%
2000/07/15,14:03,香川県立丸亀競技場,"['6', '8', '5', '8']",6858,曇のち晴,33.3,51%
2000/07/15,15:33,ジュビロ磐田スタジアム,"['8', '6', '0', '4']",8604,曇時々晴,28.3,80%
2000/07/15,16:04,市原臨海競技場,"['5', '7', '8', '5']",5785,曇,28.3,72%
2000/07/15,19:00,神戸総合運動公園ユニバー記念競技場,"['8', '2', '6', '1']",8261,晴,25.3,87%
2000/07/15,19:01,長居スタジアム,"['1', '9', '2', '5', '8']",19258,曇,26.6,84%
2000/07/15,19:04,国立霞ヶ丘競技場,"['1', '6', '1', '6', '4']",16164,雨,28.0,73%
2000/07/15,19:04,横浜市三ツ沢公園球技場,"['1', '0', '4', '9', '8']",10498,雨,25.6,86%
2000/07/15,19:04,東平尾公園博多の森球技場,"['1', '8', '8', '1', '6']",18816,晴のち曇,28.0,71%
2000/07/22,19:00,県立カシマサッカースタジアム,"['1', '3', '7', '5', '7']",13757,晴,26.3,84%
2000/07/22,19:00,日本平スタジアム,"['1', '1', '6', '3', '1']",11631,晴,30.3,65%
2000/07/22,19:00,名古屋市瑞穂球技場,"['1', '1', '2', '2', '6']",11226,晴,31.0,60%
2000/07/22,19:01,万博記念競技場,"['1', '5', '1', '1', '4']",15114,晴,29.6,58%
2000/07/22,19:01,広島ビッグアーチ,"['6', '0', '3', '9']",6039,晴,27.5,72%
2000/07/22,19:03,ジュビロ磐田スタジアム,"['1', '0', '3', '8', '4']",10384,晴,28.3,80%
2000/07/22,19:04,日立柏サッカー場,"['9', '2', '7', '2']",9272,晴,29.0,71%
2000/07/22,19:04,京都市西京極総合運動公園陸上競技場,"['6', '1', '6', '6']",6166,晴,32.3,50%
2000/07/26,19:02,東平尾公園博多の森球技場,"['1', '4', '4', '2', '9']",14429,晴,27.0,61%
2000/07/26,19:03,等々力陸上競技場,"['8', '5', '9', '8']",8598,曇,25.0,82%
2000/07/26,19:03,草薙総合運動公園陸上競技場,"['8', '9', '4', '1']",8941,曇,24.6,83%
2000/07/26,19:04,市原臨海競技場,"['5', '2', '6', '6']",5266,曇,25.3,84%
2000/07/26,19:04,国立霞ヶ丘競技場,"['8', '5', '4', '6']",8546,曇,25.0,82%
2000/07/26,19:04,横浜市三ツ沢公園球技場,"['1', '0', '8', '6', '3']",10863,曇,25.0,82%
2000/07/26,19:04,神戸総合運動公園ユニバー記念競技場,"['1', '1', '9', '2', '4']",11924,晴,23.6,87%
2000/07/26,19:05,長居スタジアム,"['9', '7', '3', '3']",9733,晴,25.6,83%
2000/07/29,19:00,等々力陸上競技場,"['4', '6', '3', '1']",4631,晴,27.5,75%
2000/07/29,19:00,万博記念競技場,"['7', '0', '7', '8']",7078,晴時々曇,28.6,58%
2000/07/29,19:01,日立柏サッカー場,"['7', '5', '6', '3']",7563,晴,26.3,84%
2000/07/29,19:02,名古屋市瑞穂陸上競技場,"['2', '1', '9', '3', '5']",21935,晴,26.6,80%
2000/07/29,19:03,県立カシマサッカースタジアム,"['1', '5', '3', '8', '9']",15389,晴,25.6,87%
2000/07/29,19:03,ジュビロ磐田スタジアム,"['1', '2', '1', '5', '2']",12152,晴,26.3,90%
2000/07/29,19:04,京都市西京極総合運動公園陸上競技場,"['6', '1', '5', '7']",6157,曇,29.6,59%
2000/07/29,19:04,広島ビッグアーチ,"['9', '0', '5', '5']",9055,晴,27.0,70%
2000/08/05,17:04,石川県西部緑地公園陸上競技場,"['7', '6', '7', '6']",7676,晴,29.0,75%
2000/08/05,18:01,山形県総合運動公園陸上競技場,"['3', '2', '9', '6']",3296,雨のち曇,26.0,79%
2000/08/05,19:00,日本平スタジアム,"['1', '2', '1', '5', '8']",12158,曇,27.0,77%
2000/08/05,19:01,等々力陸上競技場,"['3', '8', '5', '4']",3854,曇,28.3,71%
2000/08/05,19:01,東平尾公園博多の森球技場,"['1', '7', '2', '3', '1']",17231,晴,28.3,77%
2000/08/05,19:03,長居スタジアム,"['1', '9', '2', '4', '7']",19247,晴,28.3,77%
2000/08/05,19:04,国立霞ヶ丘競技場,"['3', '1', '0', '5', '6']",31056,晴のち雷雨,29.6,65%
2000/08/05,19:04,京都市西京極総合運動公園陸上競技場,"['5', '6', '6', '4']",5664,曇,31.0,55%
2000/08/12,19:00,等々力陸上競技場,"['5', '5', '2', '6']",5526,曇時々雨,27.5,73%
2000/08/12,19:00,名古屋市瑞穂陸上競技場,"['1', '7', '1', '1', '4']",17114,晴,28.0,73%
2000/08/12,19:00,神戸総合運動公園ユニバー記念競技場,"['7', '1', '2', '5']",7125,曇,28.0,61%
2000/08/12,19:01,県立カシマサッカースタジアム,"['1', '4', '7', '0', '1']",14701,雨,25.6,84%
2000/08/12,19:01,万博記念競技場,"['1', '2', '3', '0', '8']",12308,曇,28.3,63%
2000/08/12,19:03,広島ビッグアーチ,"['6', '3', '3', '9']",6339,晴,28.0,61%
2000/08/12,19:04,ジュビロ磐田スタジアム,"['1', '7', '3', '7', '3']",17373,晴,28.0,66%
2000/08/12,19:05,柏の葉公園総合競技場,"['1', '1', '7', '1', '5']",11715,曇,27.0,74%
2000/08/19,19:00,等々力陸上競技場,"['5', '7', '3', '9']",5739,晴,25.6,72%
2000/08/19,19:00,長居スタジアム,"['9', '2', '1', '1']",9211,曇,26.3,84%
2000/08/19,19:01,広島ビッグアーチ,"['1', '0', '0', '9', '2']",10092,曇,26.6,80%
2000/08/19,19:01,東平尾公園博多の森球技場,"['2', '1', '0', '8', '4']",21084,曇のち雨,26.6,84%
2000/08/19,19:03,国立霞ヶ丘競技場,"['3', '3', '8', '9', '2']",33892,晴,25.0,75%
2000/08/19,19:03,横浜市三ツ沢公園球技場,"['1', '3', '1', '0', '9']",13109,晴,25.6,71%
2000/08/19,19:04,日本平スタジアム,"['1', '8', '8', '7', '6']",18876,曇,26.0,79%
2000/08/19,19:04,京都市西京極総合運動公園陸上競技場,"['9', '0', '9', '5']",9095,曇時々晴,28.0,74%
2000/11/08,19:00,国立霞ヶ丘競技場,"['1', '3', '6', '3', '9']",13639,晴,18.3,53%
2000/11/08,19:01,等々力陸上競技場,"['3', '6', '7', '1']",3671,曇,17.6,37%
2000/11/08,19:01,神戸総合運動公園ユニバー記念競技場,"['1', '2', '2', '8', '5']",12285,曇,17.3,48%
2000/11/08,19:03,ジュビロ磐田スタジアム,"['9', '5', '1', '6']",9516,曇,19.6,44%
2000/11/08,19:03,名古屋市瑞穂陸上競技場,"['1', '4', '4', '8', '2']",14482,曇,16.3,43%
2000/11/08,19:04,市原臨海競技場,"['4', '3', '5', '5']",4355,晴,16.6,54%
2000/11/08,19:04,日立柏サッカー場,"['6', '5', '7', '5']",6575,晴,15.0,58%
2000/11/08,19:04,万博記念競技場,"['7', '2', '3', '8']",7238,曇時々晴,15.0,54%
2000/11/11,13:04,駒沢陸上競技場,"['1', '1', '2', '9', '8']",11298,晴,19.2,32%
2000/11/11,14:00,万博記念競技場,"['1', '3', '1', '7', '1']",13171,晴時々曇,15.3,52%
2000/11/11,14:03,横浜国際総合競技場,"['2', '0', '6', '2', '2']",20622,晴のち曇,18.6,34%
2000/11/11,14:04,日本平スタジアム,"['1', '8', '9', '7', '7']",18977,晴,21.0,51%
2000/11/11,14:04,広島ビッグアーチ,"['7', '9', '7', '8']",7978,晴,17.3,54%
2000/11/11,14:05,京都市西京極総合運動公園陸上競技場,"['1', '0', '7', '5', '0']",10750,曇,15.3,52%
2000/11/11,16:03,等々力陸上競技場,"['5', '0', '2', '4']",5024,曇,16.3,36%
2000/11/11,16:04,東平尾公園博多の森球技場,"['1', '2', '6', '4', '1']",12641,曇,15.9,54%
2000/11/18,14:03,鳥取市営サッカー場バードスタジアム,"['7', '0', '2', '4']",7024,曇,18.6,40%
2000/11/18,14:03,熊本市水前寺競技場,"['4', '1', '1', '4']",4114,晴,18.6,41%
2000/11/18,14:04,名古屋市瑞穂陸上競技場,"['1', '6', '2', '7', '8']",16278,晴時々曇,16.0,38%
2000/11/18,14:04,長居スタジアム,"['2', '0', '7', '9', '4']",20794,曇,16.6,39%
2000/11/18,16:00,神戸総合運動公園ユニバー記念競技場,"['8', '0', '9', '1']",8091,晴,14.5,39%
2000/11/18,16:03,ジュビロ磐田スタジアム,"['1', '1', '4', '7', '1']",11471,晴,14.0,44%
2000/11/18,16:04,市原臨海競技場,"['4', '8', '3', '1']",4831,晴,17.6,38%
2000/11/18,19:04,日立柏サッカー場,"['1', '0', '3', '8', '2']",10382,晴,12.0,39%
2000/11/23,15:00,等々力陸上競技場,"['1', '0', '2', '4', '5']",10245,晴,13.0,50%
2000/11/23,15:00,日本平スタジアム,"['1', '0', '7', '1', '8']",10718,晴,15.0,61%
2000/11/23,15:00,京都市西京極総合運動公園陸上競技場,"['8', '4', '5', '8']",8458,晴,15.3,55%
2000/11/23,15:01,日立柏サッカー場,"['1', '3', '2', '3', '5']",13235,晴,13.3,52%
2000/11/23,15:01,万博記念競技場,"['2', '1', '5', '4', '3']",21543,晴,17.3,47%
2000/11/23,15:01,東平尾公園博多の森球技場,"['2', '0', '9', '0', '8']",20908,晴,16.6,50%
2000/11/23,15:04,国立霞ヶ丘競技場,"['1', '5', '0', '6', '4']",15064,晴,12.3,43%
2000/11/23,15:05,広島ビッグアーチ,"['2', '0', '8', '7', '6']",20876,晴,15.3,50%
2000/11/26,15:00,市原臨海競技場,"['7', '6', '2', '9']",7629,晴,17.6,51%
2000/11/26,15:00,ジュビロ磐田スタジアム,"['1', '7', '1', '9', '5']",17195,晴,22.6,44%
2000/11/26,15:01,等々力陸上競技場,"['6', '9', '4', '8']",6948,晴,20.3,47%
2000/11/26,15:01,名古屋市瑞穂陸上競技場,"['1', '4', '3', '1', '2']",14312,晴,19.3,56%
2000/11/26,15:01,神戸総合運動公園ユニバー記念競技場,"['1', '5', '8', '0', '9']",15809,晴,17.6,63%
2000/11/26,15:03,大阪長居第２陸上競技場,"['8', '1', '4', '0']",8140,晴,20.3,50%
2000/11/26,15:04,国立霞ヶ丘競技場,"['5', '0', '3', '9', '9']",50399,晴,17.6,51%
2000/11/26,15:04,横浜国際総合競技場,"['1', '8', '2', '8', '5']",18285,晴,18.0,53%
2001/03/10,14:01,長居スタジアム,"['1', '1', '3', '5', '9']",11359,晴のち曇,10.6,46%
2001/03/10,14:02,名古屋市瑞穂球技場,"['1', '2', '2', '7', '4']",12274,曇,8.6,46%
2001/03/10,14:03,ジュビロ磐田スタジアム,"['1', '5', '2', '4', '6']",15246,曇のち晴,11.6,32%
2001/03/10,15:03,東平尾公園博多の森球技場,"['1', '3', '1', '2', '5']",13125,曇,15.3,40%
2001/03/10,16:05,横浜国際総合競技場,"['2', '5', '3', '4', '1']",25341,晴,10.0,42%
2001/03/10,17:04,東京スタジアム,"['4', '4', '0', '3', '0']",44030,曇,14.0,30%
2001/03/10,19:04,日立柏サッカー場,"['1', '3', '2', '7', '2']",13272,晴,9.0,39%
2001/03/11,14:00,国立霞ヶ丘競技場,"['1', '7', '3', '8', '5']",17385,晴,13.3,20%
2001/03/17,14:00,高知県立春野総合運動公園陸上競技場,"['6', '2', '7', '6']",6276,雨時々曇,11.6,81%
2001/03/17,15:03,市原臨海競技場,"['7', '5', '5', '5']",7555,雨,13.3,64%
2001/03/17,15:03,東京スタジアム,"['3', '0', '9', '3', '0']",30930,雨のち曇,14.5,51%
2001/03/17,15:03,日本平スタジアム,"['1', '1', '0', '9', '3']",11093,雨,11.3,78%
2001/03/17,15:04,浦和市駒場スタジアム,"['1', '9', '1', '8', '3']",19183,雨のち曇,12.6,58%
2001/03/17,16:05,神戸総合運動公園ユニバー記念競技場,"['1', '0', '0', '7', '0']",10070,曇,13.4,60%
2001/03/17,16:05,広島ビッグアーチ,"['1', '0', '6', '6', '3']",10663,雨,10.3,75%
2001/03/17,19:04,万博記念競技場,"['1', '4', '5', '7', '6']",14576,曇時々雨,13.0,68%
2001/03/31,13:38,東京スタジアム,"['1', '7', '0', '9', '9']",17099,雪時々雨,4.5,65%
2001/03/31,14:04,長居スタジアム,"['1', '4', '7', '9', '0']",14790,曇時々晴,11.6,46%
2001/03/31,14:35,名古屋市瑞穂陸上競技場,"['2', '2', '3', '6', '7']",22367,曇のち晴,9.5,57%
2001/03/31,15:03,神戸総合運動公園ユニバー記念競技場,"['1', '7', '9', '3', '2']",17932,曇時々晴,10.3,37%
2001/03/31,15:04,広島ビッグアーチ,"['6', '6', '9', '4']",6694,晴,9.0,45%
2001/03/31,15:33,ジュビロ磐田スタジアム,"['1', '3', '7', '5', '3']",13753,晴,12.6,42%
2001/03/31,16:05,市原臨海競技場,"['4', '3', '0', '7']",4307,雨時々雪,5.6,64%
