date,start,place,numbers,crowds,whether,temperature,humidity
2002/03/31,15:04,広島ビッグアーチ,"['1', '4', '1', '4', '4']",14144,曇,18.3,44%
2002/03/31,16:04,名古屋市瑞穂陸上競技場,"['1', '1', '2', '7', '9']",11279,晴,18.3,45%
2002/03/31,19:04,国立霞ヶ丘競技場,"['8', '3', '4', '9']",8349,曇のち雷雨,14.0,90%
2002/03/31,19:04,ジュビロ磐田スタジアム,"['1', '1', '2', '6', '6']",11266,晴,16.3,51%
2002/04/06,15:02,県立カシマサッカースタジアム,"['2', '7', '3', '1', '3']",27313,晴,15.0,42%
2002/04/06,15:02,神戸総合運動公園ユニバー記念競技場,"['1', '6', '4', '1', '9']",16419,曇のち雨,17.3,57%
2002/04/06,15:04,日本平スタジアム,"['1', '3', '6', '3', '4']",13634,曇,16.3,46%
2002/04/06,15:04,京都市西京極総合運動公園陸上競技場兼球技場,"['5', '7', '7', '5']",5775,曇のち雨,19.0,54%
2002/04/06,16:03,国立霞ヶ丘競技場,"['1', '4', '7', '4', '7']",14747,晴のち曇,17.3,32%
2002/04/06,19:04,日立柏サッカー場,"['9', '1', '6', '1']",9161,晴,11.3,51%
2002/04/07,15:04,さいたま市浦和駒場スタジアム,"['1', '9', '0', '5', '8']",19058,晴,22.3,52%
2002/04/07,15:33,横浜国際総合競技場,"['3', '0', '4', '0', '8']",30408,晴,21.5,56%
2002/04/13,14:00,広島ビッグアーチ,"['1', '0', '8', '6', '7']",10867,晴,20.0,28%
2002/04/13,14:02,万博記念競技場,"['4', '8', '8', '3']",4883,晴のち曇,20.0,38%
2002/04/13,14:06,室蘭市入江運動公園陸上競技場,"['1', '0', '2', '0', '3']",10203,曇,6.5,67%
2002/04/13,15:00,東京スタジアム,"['1', '1', '1', '8', '4']",11184,曇時々晴,19.6,42%
2002/04/13,16:04,豊田スタジアム,"['1', '4', '2', '2', '5']",14225,晴,18.0,43%
2002/04/13,19:34,静岡スタジアム　エコパ,"['3', '0', '3', '8', '8']",30388,晴,13.6,53%
2002/04/14,15:04,市原臨海競技場,"['6', '6', '9', '5']",6695,晴,19.6,53%
2002/04/14,15:34,宮城スタジアム,"['3', '8', '1', '5', '9']",38159,曇,15.6,46%
2002/04/20,14:03,万博記念競技場,"['5', '7', '8', '9']",5789,曇,21.0,58%
2002/04/20,14:06,函館市千代台公園陸上競技場,"['1', '4', '1', '2', '8']",14128,晴,18.0,39%
2002/04/20,15:05,ジュビロ磐田スタジアム,"['1', '6', '7', '6', '5']",16765,曇,17.6,55%
2002/04/20,16:05,東京スタジアム,"['2', '1', '0', '5', '0']",21050,晴のち曇,20.3,40%
2002/04/20,19:02,日立柏サッカー場,"['1', '0', '1', '0', '9']",10109,晴,16.0,59%
2002/04/20,19:04,名古屋市瑞穂陸上競技場,"['7', '6', '7', '8']",7678,曇一時雨,16.6,74%
2002/04/21,15:03,仙台スタジアム,"['1', '8', '9', '1', '9']",18919,曇,16.6,69%
2002/04/21,15:34,広島ビッグアーチ,"['8', '0', '0', '9']",8009,曇のち雨,18.0,86%
2002/07/13,16:02,松本平広域公園総合球技場,"['9', '3', '4', '0']",9340,曇,24.3,76%
2002/07/13,19:03,横浜市三ツ沢公園球技場,"['1', '4', '7', '6', '2']",14762,曇一時雨,27.5,77%
2002/07/13,19:04,県立カシマサッカースタジアム,"['2', '2', '8', '4', '1']",22841,曇,26.0,88%
2002/07/13,19:04,埼玉スタジアム２００２,"['5', '7', '9', '0', '2']",57902,曇時々雨,28.0,80%
2002/07/13,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['8', '8', '7', '2']",8872,曇一時雨,29.3,70%
2002/07/13,19:05,神戸総合運動公園ユニバー記念競技場,"['8', '8', '1', '0']",8810,曇,25.6,90%
2002/07/14,19:03,東京スタジアム,"['1', '8', '6', '5', '5']",18655,晴,30.1,61%
2002/07/14,19:05,日本平スタジアム,"['1', '6', '8', '7', '9']",16879,雨,26.6,85%
2002/07/20,18:02,県立カシマサッカースタジアム,"['2', '5', '0', '8', '5']",25085,晴,28.0,76%
2002/07/20,18:34,市原臨海競技場,"['4', '7', '7', '3']",4773,晴,28.3,68%
2002/07/20,19:04,国立霞ヶ丘競技場,"['2', '8', '0', '5', '4']",28054,晴,28.6,72%
2002/07/20,19:04,東京スタジアム,"['4', '5', '9', '2', '5']",45925,晴,29.3,74%
2002/07/20,19:04,日本平スタジアム,"['1', '7', '8', '7', '4']",17874,曇,27.0,83%
2002/07/20,19:04,神戸総合運動公園ユニバー記念競技場,"['9', '3', '8', '1']",9381,晴一時雨,26.0,89%
2002/07/21,19:04,国立霞ヶ丘競技場,"['5', '2', '0', '7', '3']",52073,晴,30.3,70%
2002/07/21,19:04,万博記念競技場,"['2', '1', '6', '2', '1']",21621,晴,27.5,83%
2002/07/24,19:00,札幌ドーム,"['2', '5', '5', '2', '8']",25528,屋内,22.3,71%
2002/07/24,19:00,仙台スタジアム,"['1', '9', '2', '0', '5']",19205,曇,23.6,83%
2002/07/24,19:01,名古屋市瑞穂陸上競技場,"['1', '3', '2', '2', '1']",13221,晴のち曇,30.6,56%
2002/07/24,19:01,広島スタジアム,"['1', '1', '1', '7', '7']",11177,晴,29.0,78%
2002/07/24,19:03,東京スタジアム,"['1', '8', '0', '8', '8']",18088,晴のち曇のち雨,25.0,81%
2002/07/24,19:04,国立霞ヶ丘競技場,"['1', '9', '5', '8', '8']",19588,曇のち雨,25.0,82%
2002/07/24,19:04,ジュビロ磐田スタジアム,"['1', '6', '7', '5', '2']",16752,晴,28.3,64%
2002/07/24,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '8', '4', '0', '6']",18406,晴,31.0,62%
2002/07/27,18:33,市原臨海競技場,"['1', '0', '7', '5', '0']",10750,晴,28.6,83%
2002/07/27,18:34,さいたま市浦和駒場スタジアム,"['1', '7', '7', '9', '3']",17793,晴,30.6,66%
2002/07/27,19:01,日本平スタジアム,"['1', '2', '6', '6', '1']",12661,晴,28.0,80%
2002/07/27,19:01,広島ビッグアーチ,"['1', '0', '4', '0', '5']",10405,曇,28.6,74%
2002/07/27,19:04,県立カシマサッカースタジアム,"['1', '8', '4', '5', '0']",18450,晴のち霧,24.0,93%
2002/07/27,19:05,国立霞ヶ丘競技場,"['1', '8', '3', '3', '1']",18331,晴,31.1,66%
2002/07/28,18:01,石川県西部緑地公園陸上競技場,"['1', '3', '1', '7', '6']",13176,晴,25.6,77%
2002/07/28,19:04,国立霞ヶ丘競技場,"['2', '0', '3', '2', '6']",20326,曇,25.3,76%
2002/08/03,14:04,札幌ドーム,"['2', '6', '8', '1', '5']",26815,屋内,22.0,67%
2002/08/03,19:00,東京スタジアム,"['1', '0', '0', '7', '5']",10075,曇,28.3,66%
2002/08/03,19:01,仙台スタジアム,"['1', '9', '4', '9', '1']",19491,曇,23.0,83%
2002/08/03,19:04,日立柏サッカー場,"['1', '2', '1', '9', '1']",12191,曇,24.6,86%
2002/08/03,19:04,豊田スタジアム,"['3', '4', '4', '7', '1']",34471,晴,30.0,67%
2002/08/03,19:05,ジュビロ磐田スタジアム,"['1', '5', '6', '4', '5']",15645,晴,28.0,79%
2002/08/04,19:00,神戸総合運動公園ユニバー記念競技場,"['1', '1', '2', '4', '1']",11241,晴一時雨,26.0,86%
2002/08/04,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '4', '5', '2', '2']",14522,曇,28.3,79%
2002/08/07,19:00,仙台スタジアム,"['1', '9', '4', '7', '2']",19472,晴,28.0,73%
2002/08/07,19:00,万博記念競技場,"['1', '3', '3', '8', '9']",13389,晴,30.0,60%
2002/08/07,19:00,広島ビッグアーチ,"['1', '5', '2', '2', '2']",15222,曇,27.0,71%
2002/08/07,19:01,日本平スタジアム,"['1', '2', '2', '5', '8']",12258,晴,28.0,77%
2002/08/07,19:03,東京スタジアム,"['1', '3', '6', '2', '7']",13627,晴,30.0,65%
2002/08/07,19:04,さいたま市浦和駒場スタジアム,"['1', '8', '4', '1', '5']",18415,晴,32.3,56%
2002/08/07,19:04,市原臨海競技場,"['4', '6', '2', '8']",4628,晴,28.3,77%
2002/08/07,19:04,熊本県民総合運動公園陸上競技場,"['1', '1', '5', '1', '5']",11515,晴,28.3,73%
2002/08/10,15:04,札幌厚別公園競技場,"['1', '7', '1', '9', '3']",17193,雨,20.3,88%
2002/08/10,18:58,神戸総合運動公園ユニバー記念競技場,"['8', '7', '4', '7']",8747,晴一時雨,26.6,84%
2002/08/10,19:00,名古屋市瑞穂陸上競技場,"['1', '7', '5', '5', '4']",17554,晴,28.3,79%
2002/08/10,19:04,東京スタジアム,"['8', '4', '2', '4']",8424,晴,28.6,69%
2002/08/10,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '2', '0', '3', '2']",12032,晴,30.0,63%
2002/08/10,19:05,ジュビロ磐田スタジアム,"['1', '6', '7', '2', '3']",16723,晴,28.6,81%
2002/08/11,19:04,県立カシマサッカースタジアム,"['3', '1', '9', '2', '9']",31929,霧,23.6,86%
2002/08/11,19:04,日立柏サッカー場,"['9', '6', '9', '0']",9690,晴,28.6,77%
2002/08/17,19:00,東京スタジアム,"['2', '0', '0', '0', '1']",20001,曇,25.3,73%
2002/08/17,19:00,神戸総合運動公園ユニバー記念競技場,"['8', '1', '5', '4']",8154,晴,28.0,68%
2002/08/17,19:03,県立カシマサッカースタジアム,"['2', '4', '7', '6', '5']",24765,霧のち曇,22.6,85%
2002/08/17,19:04,札幌ドーム,"['2', '6', '3', '9', '3']",26393,屋内,22.0,71%
2002/08/17,19:04,さいたま市浦和駒場スタジアム,"['1', '8', '2', '7', '1']",18271,晴,25.0,80%
2002/08/17,19:04,柏の葉公園総合競技場,"['1', '7', '4', '3', '6']",17436,曇,23.6,83%
2002/08/17,19:04,国立霞ヶ丘競技場,"['3', '6', '1', '2', '5']",36125,晴,28.6,65%
2002/08/17,19:04,鳥取市営サッカー場バードスタジアム,"['5', '1', '1', '2']",5112,曇,28.3,74%
2002/08/31,15:04,札幌厚別公園競技場,"['1', '4', '1', '2', '8']",14128,曇,22.3,75%
2002/08/31,19:03,万博記念競技場,"['2', '2', '7', '1', '2']",22712,晴,27.5,70%
2002/08/31,19:04,東京スタジアム,"['1', '1', '3', '2', '6']",11326,晴,26.6,83%
2002/08/31,19:04,広島ビッグアーチ,"['1', '1', '3', '2', '1']",11321,曇,25.6,83%
2002/08/31,19:05,仙台スタジアム,"['1', '9', '4', '9', '7']",19497,雨,23.3,91%
2002/08/31,19:05,ジュビロ磐田スタジアム,"['1', '4', '2', '5', '3']",14253,晴時々雨,27.0,80%
2002/09/01,18:34,市原臨海競技場,"['6', '3', '1', '0']",6310,晴,26.6,76%
2002/09/01,19:04,名古屋市瑞穂陸上競技場,"['2', '0', '3', '4', '5']",20345,晴,28.0,74%
2002/09/07,18:35,東京スタジアム,"['2', '0', '6', '4', '6']",20646,曇,24.0,84%
2002/09/07,19:03,日立柏サッカー場,"['8', '8', '1', '3']",8813,曇のち雨,24.3,83%
2002/09/07,19:03,横浜国際総合競技場,"['1', '6', '9', '2', '7']",16927,曇,27.5,73%
2002/09/07,19:04,県立カシマサッカースタジアム,"['3', '4', '0', '1', '1']",34011,雨のち曇,23.6,86%
2002/09/07,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['6', '6', '3', '7']",6637,曇のち雨,26.0,83%
2002/09/07,19:11,日本平スタジアム,"['1', '3', '1', '8', '4']",13184,雨,25.3,85%
2002/09/08,15:34,埼玉スタジアム２００２,"['3', '2', '9', '8', '3']",32983,晴,27.5,74%
2002/09/08,19:04,神戸総合運動公園ユニバー記念競技場,"['8', '0', '4', '1']",8041,晴,25.0,68%
2002/09/14,14:03,ジュビロ磐田スタジアム,"['1', '4', '6', '5', '0']",14650,雨のち曇,20.8,81%
2002/09/14,19:02,万博記念競技場,"['1', '4', '9', '2', '7']",14927,曇,24.0,67%
2002/09/14,19:03,名古屋市瑞穂陸上競技場,"['1', '3', '5', '6', '8']",13568,曇,23.3,71%
2002/09/14,19:03,広島ビッグアーチ,"['9', '6', '8', '7']",9687,曇,22.6,67%
2002/09/14,19:04,日立柏サッカー場,"['6', '8', '3', '6']",6836,曇,20.3,72%
2002/09/14,19:05,仙台スタジアム,"['1', '9', '1', '8', '4']",19184,晴,19.6,74%
2002/09/15,14:04,札幌ドーム,"['2', '1', '5', '1', '7']",21517,屋内,22.3,52%
2002/09/15,19:04,国立霞ヶ丘競技場,"['3', '1', '8', '1', '2']",31812,曇,21.0,70%
2002/09/18,19:00,県立カシマサッカースタジアム,"['1', '1', '8', '5', '7']",11857,晴,22.6,66%
2002/09/18,19:00,万博記念競技場,"['6', '1', '3', '0']",6130,晴,22.0,55%
2002/09/18,19:01,神戸総合運動公園ユニバー記念競技場,"['6', '6', '3', '9']",6639,晴,20.0,56%
2002/09/18,19:02,日本平スタジアム,"['1', '5', '1', '8', '6']",15186,曇,23.0,69%
2002/09/18,19:04,さいたま市浦和駒場スタジアム,"['1', '4', '4', '9', '9']",14499,晴,22.0,54%
2002/09/18,19:04,市原臨海競技場,"['3', '2', '8', '7']",3287,晴,23.6,63%
2002/09/18,19:04,横浜国際総合競技場,"['1', '2', '9', '4', '7']",12947,晴,26.6,39%
2002/09/18,19:05,東京スタジアム,"['1', '3', '6', '4', '0']",13640,晴,20.6,53%
2002/09/21,14:04,札幌ドーム,"['2', '1', '4', '3', '5']",21435,屋内,22.6,50%
2002/09/21,15:04,仙台スタジアム,"['1', '9', '0', '8', '2']",19082,曇,22.3,71%
2002/09/21,15:04,東京スタジアム,"['1', '4', '7', '4', '0']",14740,晴,26.3,38%
2002/09/21,15:34,柏の葉公園総合競技場,"['1', '3', '3', '8', '4']",13384,曇,24.3,56%
2002/09/21,16:04,豊田スタジアム,"['2', '4', '1', '0', '4']",24104,晴,25.6,53%
2002/09/21,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['8', '4', '8', '0']",8480,晴,24.3,56%
2002/09/22,15:03,ジュビロ磐田スタジアム,"['1', '2', '8', '4', '9']",12849,雨,22.3,79%
2002/09/22,15:34,広島スタジアム,"['1', '0', '2', '7', '6']",10276,晴のち曇,25.6,55%
2002/09/28,14:02,徳島県鳴門総合運動公園陸上競技場,"['7', '6', '1', '0']",7610,曇,26.3,65%
2002/09/28,14:04,横浜国際総合競技場,"['1', '4', '5', '5', '4']",14554,曇,24.0,66%
2002/09/28,15:01,東京スタジアム,"['1', '1', '7', '3', '6']",11736,曇一時雨,21.0,79%
2002/09/28,15:05,県立カシマサッカースタジアム,"['1', '3', '6', '8', '0']",13680,雨のち曇,22.0,89%
2002/09/28,16:05,埼玉スタジアム２００２,"['3', '9', '4', '0', '6']",39406,曇,19.3,85%
2002/09/28,19:05,日立柏サッカー場,"['8', '7', '8', '2']",8782,曇,20.6,75%
2002/09/29,14:04,鹿児島県立鴨池陸上競技場,"['1', '0', '0', '9', '0']",10090,曇,29.3,56%
2002/09/29,15:05,札幌ドーム,"['3', '2', '4', '1', '6']",32416,屋内,22.0,73%
2002/10/05,15:02,市原臨海競技場,"['4', '0', '0', '2']",4002,晴,25.3,65%
2002/10/05,15:02,万博記念競技場,"['2', '2', '8', '0', '9']",22809,晴,27.0,55%
2002/10/05,15:04,日本平スタジアム,"['1', '4', '1', '1', '9']",14119,晴,25.0,66%
2002/10/05,15:04,広島スタジアム,"['6', '7', '2', '4']",6724,晴,26.6,60%
2002/10/05,16:04,東京スタジアム,"['1', '6', '6', '8', '2']",16682,晴,25.6,60%
2002/10/05,19:05,さいたま市浦和駒場スタジアム,"['1', '9', '3', '2', '7']",19327,晴,21.5,68%
2002/10/06,15:04,県立カシマサッカースタジアム,"['1', '9', '3', '1', '7']",19317,曇,22.0,87%
2002/10/06,15:34,横浜市三ツ沢公園球技場,"['1', '2', '2', '3', '6']",12236,曇,28.6,59%
2002/10/12,14:00,札幌厚別公園競技場,"['1', '1', '9', '2', '1']",11921,晴,20.3,61%
2002/10/12,14:03,東京スタジアム,"['1', '8', '8', '2', '4']",18824,晴,22.3,31%
2002/10/12,15:03,神戸総合運動公園ユニバー記念競技場,"['1', '5', '2', '3', '2']",15232,晴,24.0,47%
2002/10/12,15:04,ジュビロ磐田スタジアム,"['1', '2', '8', '4', '9']",12849,晴,21.0,51%
2002/10/12,16:04,仙台スタジアム,"['1', '9', '1', '3', '0']",19130,晴のち曇,18.3,63%
2002/10/12,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '3', '9', '3', '6']",13936,晴,18.6,71%
2002/10/13,15:04,国立霞ヶ丘競技場,"['1', '4', '3', '1', '1']",14311,晴,22.6,48%
2002/10/13,15:04,名古屋市瑞穂陸上競技場,"['9', '1', '8', '4']",9184,晴,25.3,47%
2002/10/19,14:02,広島ビッグアーチ,"['7', '8', '9', '6']",7896,曇時々雨,20.0,82%
2002/10/19,15:04,静岡スタジアム　エコパ,"['1', '9', '7', '6', '3']",19763,雨,25.0,68%
2002/10/19,15:04,万博記念競技場,"['5', '6', '7', '7']",5677,雨,22.0,84%
2002/10/19,15:32,横浜国際総合競技場,"['3', '2', '5', '7', '4']",32574,曇,23.6,66%
2002/10/19,16:04,埼玉スタジアム２００２,"['3', '8', '3', '4', '0']",38340,曇のち雨,22.3,76%
2002/10/19,19:04,国立霞ヶ丘競技場,"['1', '3', '0', '2', '4']",13024,雨,19.3,87%
2002/10/20,13:04,宮城スタジアム,"['4', '3', '0', '9', '2']",43092,雨,14.0,87%
2002/10/20,15:04,市原臨海競技場,"['4', '9', '8', '9']",4989,曇,18.3,84%
2002/10/23,18:59,札幌ドーム,"['1', '4', '2', '9', '5']",14295,屋内,20.6,50%
2002/10/23,19:00,東京スタジアム,"['9', '4', '9', '7']",9497,晴,17.6,59%
2002/10/23,19:02,名古屋市瑞穂陸上競技場,"['7', '7', '6', '3']",7763,晴,17.9,51%
2002/10/23,19:04,県立カシマサッカースタジアム,"['1', '3', '6', '8', '6']",13686,晴,17.0,60%
2002/10/23,19:04,ジュビロ磐田スタジアム,"['9', '8', '7', '5']",9875,晴,18.6,54%
2002/10/23,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['5', '5', '3', '5']",5535,曇,15.3,69%
2002/10/23,19:04,神戸総合運動公園ユニバー記念競技場,"['5', '9', '5', '5']",5955,晴一時雨,16.4,63%
2002/10/26,14:02,鳥取市営サッカー場バードスタジアム,"['5', '5', '2', '6']",5526,曇時々雨,19.6,64%
2002/10/26,15:03,京都市西京極総合運動公園陸上競技場兼球技場,"['7', '1', '9', '2']",7192,曇一時雨,18.6,74%
2002/10/26,15:04,日本平スタジアム,"['1', '1', '2', '5', '8']",11258,雨,17.3,83%
2002/10/26,15:05,国立霞ヶ丘競技場,"['3', '4', '1', '1', '5']",34115,曇,16.3,68%
2002/10/26,18:35,東京スタジアム,"['1', '7', '9', '3', '0']",17930,曇,14.0,80%
2002/10/26,19:04,市原臨海競技場,"['4', '4', '7', '9']",4479,曇,16.6,68%
2002/10/27,15:03,さいたま市浦和駒場スタジアム,"['1', '9', '9', '5', '3']",19953,晴,20.3,42%
2002/10/27,15:34,県立カシマサッカースタジアム,"['1', '7', '4', '2', '8']",17428,晴,20.0,62%
2002/10/30,19:05,日立柏サッカー場,"['9', '0', '3', '4']",9034,晴,15.2,37%
2002/11/09,14:03,東京スタジアム,"['1', '0', '9', '4', '3']",10943,晴,12.6,24%
2002/11/09,14:04,広島ビッグアーチ,"['1', '2', '1', '9', '9']",12199,晴時々曇,11.0,47%
2002/11/09,15:02,名古屋市瑞穂陸上競技場,"['1', '0', '4', '6', '4']",10464,曇,11.3,49%
2002/11/09,15:04,日本平スタジアム,"['1', '5', '6', '8', '6']",15686,晴,12.3,45%
2002/11/09,15:04,万博記念競技場,"['2', '1', '9', '3', '2']",21932,晴,11.6,49%
2002/11/09,19:04,国立霞ヶ丘競技場,"['2', '3', '3', '8', '7']",23387,曇,11.0,20%
2002/11/10,15:04,仙台スタジアム,"['1', '9', '2', '1', '0']",19210,晴,10.0,27%
2002/11/10,15:04,ジュビロ磐田スタジアム,"['1', '6', '5', '3', '3']",16533,晴,13.3,52%
2002/11/16,14:02,横浜国際総合競技場,"['1', '5', '8', '2', '9']",15829,曇,12.3,57%
2002/11/16,14:02,京都市西京極総合運動公園陸上競技場兼球技場,"['2', '0', '3', '6', '9']",20369,晴時々曇,14.3,43%
2002/11/16,14:04,県立カシマサッカースタジアム,"['1', '6', '9', '8', '4']",16984,曇,13.6,53%
2002/11/16,14:06,東京スタジアム,"['2', '4', '3', '7', '5']",24375,曇,11.6,55%
2002/11/16,16:05,神戸総合運動公園ユニバー記念競技場,"['9', '3', '4', '8']",9348,晴のち曇,17.0,37%
2002/11/16,19:04,さいたま市浦和駒場スタジアム,"['1', '8', '0', '4', '9']",18049,曇,10.3,60%
2002/11/17,14:04,札幌ドーム,"['2', '1', '7', '5', '9']",21759,屋内,19.6,51%
2002/11/17,14:04,日立柏サッカー場,"['9', '2', '1', '3']",9213,曇,15.0,42%
2002/11/23,14:00,仙台スタジアム,"['1', '9', '4', '2', '4']",19424,晴,9.0,43%
2002/11/23,14:01,市原臨海競技場,"['5', '2', '3', '5']",5235,曇,12.3,58%
2002/11/23,14:04,万博記念競技場,"['1', '0', '5', '4', '5']",10545,晴,16.6,42%
2002/11/23,14:04,広島ビッグアーチ,"['1', '8', '4', '0', '4']",18404,晴,18.6,22%
2002/11/23,16:02,横浜国際総合競技場,"['2', '3', '1', '5', '7']",23157,曇,10.0,60%
2002/11/23,16:04,ジュビロ磐田スタジアム,"['1', '6', '8', '8', '3']",16883,曇,15.3,68%
2002/11/24,15:04,東京スタジアム,"['3', '6', '1', '5', '1']",36151,曇,13.0,70%
2002/11/24,15:04,日本平スタジアム,"['1', '8', '3', '8', '0']",18380,晴,15.0,70%
2002/11/30,14:03,札幌ドーム,"['2', '2', '1', '3', '1']",22131,屋内,20.0,46%
2002/11/30,14:03,豊田スタジアム,"['3', '5', '6', '1', '7']",35617,晴のち曇,15.3,49%
2002/11/30,14:04,県立カシマサッカースタジアム,"['2', '2', '8', '3', '4']",22834,晴,13.6,62%
2002/11/30,14:04,さいたま市浦和駒場スタジアム,"['1', '9', '3', '7', '7']",19377,晴,20.6,28%
2002/11/30,14:04,日立柏サッカー場,"['1', '2', '1', '2', '6']",12126,晴,21.5,33%
2002/11/30,14:04,東京スタジアム,"['1', '7', '7', '2', '6']",17726,晴,18.0,43%
2002/11/30,14:04,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '0', '6', '2', '4']",10624,曇,13.0,59%
2002/11/30,14:04,神戸総合運動公園ユニバー記念競技場,"['2', '5', '8', '3', '7']",25837,曇,14.5,62%
2003/03/21,14:04,静岡スタジアム　エコパ,"['3', '2', '9', '3', '0']",32930,晴,11.6,54%
2003/03/22,15:04,市原臨海競技場,"['5', '4', '3', '9']",5439,曇,9.5,59%
2003/03/22,15:35,県立カシマサッカースタジアム,"['3', '6', '3', '3', '0']",36330,曇,8.3,67%
2003/03/22,16:04,味の素スタジアム,"['2', '3', '1', '7', '2']",23172,曇,7.3,60%
2003/03/22,16:05,長居スタジアム,"['1', '9', '0', '0', '6']",19006,雨,9.0,66%
2003/03/22,19:05,名古屋市瑞穂陸上競技場,"['1', '5', '5', '4', '8']",15548,曇,8.3,62%
2003/03/23,14:05,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '4', '4', '6', '4']",14464,晴のち曇,16.6,30%
2003/03/23,15:04,仙台スタジアム,"['1', '9', '1', '7', '4']",19174,晴,10.6,37%
2003/04/05,14:05,静岡県草薙総合運動場陸上競技場,"['1', '0', '4', '4', '5']",10445,雨,13.6,68%
2003/04/05,15:02,味の素スタジアム,"['1', '3', '2', '2', '2']",13222,雨,6.5,75%
2003/04/05,15:04,大分スポーツ公園総合競技場,"['1', '4', '7', '8', '3']",14783,晴,15.3,43%
2003/04/05,15:05,横浜国際総合競技場,"['1', '7', '1', '5', '3']",17153,雨,7.8,72%
2003/04/05,16:04,万博記念競技場,"['1', '5', '4', '5', '9']",15459,曇時々雨,10.6,62%
2003/04/05,19:05,柏の葉公園総合競技場,"['1', '1', '0', '7', '0']",11070,雨,8.3,73%
2003/04/06,14:03,さいたま市浦和駒場スタジアム,"['1', '9', '4', '3', '0']",19430,晴,15.6,20%
2003/04/06,15:34,神戸ウイングスタジアム,"['1', '7', '2', '4', '6']",17246,晴,14.0,51%
2003/04/12,15:02,大分スポーツ公園総合競技場,"['1', '7', '0', '5', '1']",17051,曇,20.0,67%
2003/04/12,15:04,長居スタジアム,"['9', '1', '0', '9']",9109,曇,20.6,66%
2003/04/12,15:05,味の素スタジアム,"['1', '6', '8', '2', '8']",16828,曇時々雨,19.6,66%
2003/04/12,15:33,ジュビロ磐田スタジアム,"['1', '3', '8', '2', '2']",13822,雨,18.0,92%
2003/04/12,16:04,市原臨海競技場,"['3', '4', '5', '2']",3452,雨,16.6,90%
2003/04/12,19:04,鹿児島県立鴨池陸上競技場,"['8', '2', '6', '2']",8262,曇,18.3,74%
2003/04/13,13:04,仙台スタジアム,"['1', '9', '1', '3', '4']",19134,晴,20.0,34%
2003/04/13,15:04,豊田スタジアム,"['2', '3', '4', '2', '9']",23429,晴,18.3,47%
2003/04/19,14:01,神戸ウイングスタジアム,"['6', '3', '2', '5']",6325,屋内,21.5,75%
2003/04/19,15:03,万博記念競技場,"['4', '8', '2', '8']",4828,雨,19.6,89%
2003/04/19,15:04,さいたま市浦和駒場スタジアム,"['1', '8', '3', '3', '5']",18335,曇,24.6,46%
2003/04/19,15:06,静岡スタジアム　エコパ,"['3', '2', '5', '2', '8']",32528,曇,21.0,75%
2003/04/19,16:04,県立カシマサッカースタジアム,"['1', '6', '9', '3', '1']",16931,曇,23.0,57%
2003/04/19,19:04,味の素スタジアム,"['1', '8', '3', '8', '3']",18383,曇,21.0,67%
2003/04/20,14:03,日立柏サッカー場,"['7', '2', '0', '5']",7205,雨,11.6,86%
2003/04/20,15:04,横浜国際総合競技場,"['1', '2', '3', '6', '8']",12368,雨一時曇,13.3,84%
2003/04/26,13:34,仙台スタジアム,"['1', '8', '7', '7', '4']",18774,曇,26.0,47%
2003/04/26,14:04,ジュビロ磐田スタジアム,"['1', '1', '2', '1', '5']",11215,曇時々晴,24.0,62%
2003/04/26,14:33,名古屋市瑞穂陸上競技場,"['8', '5', '7', '0']",8570,曇,20.0,55%
2003/04/26,15:03,京都市西京極総合運動公園陸上競技場兼球技場,"['9', '0', '7', '8']",9078,曇,17.3,60%
2003/04/26,15:04,長居スタジアム,"['1', '0', '2', '8', '3']",10283,曇,21.0,55%
2003/04/26,16:00,味の素スタジアム,"['8', '1', '6', '5']",8165,晴のち曇,25.6,58%
2003/04/26,16:03,県立カシマサッカースタジアム,"['1', '4', '9', '6', '0']",14960,曇時々晴,19.6,82%
2003/04/26,19:04,市原臨海競技場,"['6', '5', '3', '9']",6539,晴,22.0,65%
2003/04/29,14:03,横浜国際総合競技場,"['2', '4', '4', '3', '8']",24438,晴,23.6,56%
2003/04/29,14:04,神戸ウイングスタジアム,"['8', '3', '7', '3']",8373,晴,22.3,61%
2003/04/29,15:00,市原臨海競技場,"['6', '8', '0', '6']",6806,晴,23.0,53%
2003/04/29,15:04,宮城スタジアム,"['3', '3', '4', '4', '3']",33443,晴,18.0,70%
2003/04/29,15:04,静岡スタジアム　エコパ,"['1', '6', '2', '4', '8']",16248,晴,20.6,54%
2003/04/29,16:03,国立霞ヶ丘競技場,"['3', '1', '2', '7', '6']",31276,晴,20.6,63%
2003/04/29,19:00,大分スポーツ公園総合競技場,"['1', '8', '7', '2', '1']",18721,晴,21.0,66%
2003/04/29,19:04,万博記念競技場,"['1', '6', '1', '4', '6']",16146,曇,21.5,61%
